Record Print
      0,     0,    100 
      1,     0,    100 
      2,     0,    100 
      3,     0,    100 
      4,     0,    100 
      5,     0,    100 
      6,     0,    100 
      7,     0,    100 
      8,     1,    100 
      9,     1,    100 
     10,     1,    100 
     11,     1,    100 
     12,     1,    100 
     13,     2,    100 
     14,     2,    100 
     15,     2,    100 
     16,     3,    100 
     17,     3,    100 
     18,     4,    100 
     19,     4,    100 
     20,     5,    100 
     21,     5,    100 
     22,     6,    100 
     23,     6,    100 
     24,     7,    100 
     25,     8,    100 
     26,     8,    100 
     27,     9,    100 
     28,    10,    100 
     29,    11,    100 
     30,    11,    100 
     31,    12,    100 
     32,    13,    100 
     33,    14,    100 
     34,    15,    100 
     35,    16,    100 
     36,    17,    100 
     37,    18,    100 
     38,    19,    100 
     39,    20,    100 
     40,    21,    100 
     41,    22,    100 
     42,    23,    100 
     43,    24,    100 
     44,    25,    100 
     45,    27,    100 
     46,    28,    100 
     47,    29,    100 
     48,    30,    100 
     49,    32,    100 
     50,    33,    100 
     51,    34,    100 
     52,    36,    100 
     53,    37,    100 
     54,    39,    100 
     55,    40,    100 
     56,    42,    100 
     57,    43,    100 
     58,    45,    100 
     59,    46,    100 
     60,    48,    100 
     61,    50,    100 
     62,    51,    100 
     63,    53,    100 
     64,    55,    100 
     65,    56,    100 
     66,    58,    100 
     67,    60,    100 
     68,    62,    100 
     69,    64,    100 
     70,    65,    100 
     71,    67,    100 
     72,    69,    100 
     73,    71,    100 
     74,    73,    100 
     75,    75,    100 
     76,    77,    100 
     77,    79,    100 
     78,    81,    100 
     79,    83,    100 
     80,    85,    100 
     81,    88,    100 
     82,    90,    100 
     83,    92,    100 
     84,    94,    100 
     85,    96,    100 
     86,    99,    100 
     87,   101,    100 
     88,   103,    100 
     89,   106,    100 
     90,   108,    100 
     91,   110,    100 
     92,   113,    100 
     93,   115,    100 
     94,   118,    100 
     95,   120,    100 
     96,   123,    100 
     97,   125,    100 
     98,   128,    100 
     99,   130,    100 
    100,   133,    100 
    101,   136,    100 
    102,   138,    100 
    103,   141,    100 
    104,   144,    100 
    105,   147,    100 
    106,   149,    100 
    107,   152,    100 
    108,   155,    100 
    109,   158,    100 
    110,   161,    100 
    111,   164,    100 
    112,   166,    100 
    113,   169,    100 
    114,   172,    100 
    115,   175,    100 
    116,   178,    100 
    117,   181,    100 
    118,   185,    100 
    119,   188,    100 
    120,   191,    100 
    121,   194,    100 
    122,   197,    100 
    123,   200,    100 
